rating,title,text
1,I hope you never upgrade your computer...,"Once you buy the game, you can only install it three times.  Ever.  If you get a new computer, there's one install down the tube.  If you so much as uninstall it to make space for a while, that's another install gone.  Use all three and you can never install it again.  Have fun with your rental."
5,Works in Wii U,"Works in Wii U. Just need to go into Wii mode (the system prompts you how to do this) very simple.  Game is fun, brings back memories. It seems original mario's graphics were a bit enhanced for the orig version but seems to be same game play."
5,Best Headset for the Best Price,"I'm sick and tired of people giving bad reviews on this headset.I own a PS3 and I've played COD4 for about 12 days. Many people have horrible mics that echo and make what I call ""the devil screech."" Bluetooth mics create that noice when they pick up background noice. I previously owned a blutooth not knowing about this one. The first problem was it echoed horribly, where as the this product has no echo what so ever. Also charging a blutooth can be a pain and turning it on and off for some can be trouble. When using this product it requires no charging and it is always paired and it is always on. The noise cancelation on this product is great. I usually always have a loud tv on in my house and my friends can't hear it any more since I've switched to the Logitech USB. Also the cord is very long so you don't have to play close to your tv if you don't want to. In short this headset is the most reliable product on the market today for its inexpensive price."
5,Awesome!,"This charging dock is amazing, we could never keep our ps4 controllers charged, it can be used with a wall socket and the design is nice with an led screen to note if they are still charging and when they are done. My husband was so happy!"
5,Great keyboard and mouse,"I love this keyboard and mouse, first this is my first mechanical Keyboard and mouse with RGB."
1,"Not the best game ever, not the best rpg,","Well, look.  play this game.  dont take my word for it, youll be sorly dissappointed by the lack of game.  So rent this game or borrow this game and play it.  I guarantee you, youll agree this game is bad.  the polygons are herondous.  the story is kid friendly, and the whole game is a headache."
2,Directions would have been nice,It came with no directions.
1,Horrible design.,"Was hoping this would work but unfortunately it does not fit the controller like it says. Have tried multiple times to see if maybe I was connecting it  wrong but its not rocket science. Should be simply connect it and bam, it should work. Nope, I was totally fooled. Should've gone to the store and got it there instead, that way I can see them demo it on the controller to be certain that this is what I wanted."
5,"Before, I was skeptical, but now I'm sold","I must admit that what originally brought me to buy these controllers was the lack of availability of the Xbox 360 original controller.  It seems Microsoft stopped producing them.  I purchased a pair of these controllers, with a little skepticism, for less than the price of one original.  I expected them to wear out or break quickly.  I was pleasantly surprised; the look and feel is remarkable, the weight is almost identical, a little more lighter, but all buttons and functions work as the original.  The two thumbsticks have the same grip and they click well, the vibration is great, the ""Xbox"" button works as the original.  Also, the triggers, D-pad and bumpers all have the same feel as the original.  I'm still using one of the two controllers I originally purchased; I gave the other one to my son as a gift and he still uses it.  I purchased a new, single controller during Black Friday to have as a spare.  This should be your replacement Xbox 360 controller; I've had others, but they don't come close to these."
4,Almost perfect,"The HyperX Alloy Elite 2 Mechanical Gaming Keyboard is built like a tank.  Solid construction and craftmanship,  this is by far the brightest key board I own.  The keys are silent with shallow key travel before activation.  Solid keyboard all around I have no complaints with the keyboard , now on to the bad.  The ngenuity software is mediocre at best , with poor implementation as you must download it from Microsoft Store.  My Razer Corsair keyboards do not have this problem at all ,download from their site without having to use your MS account.  You must have the software running in the background if you want to implement a color theme , if you turn off the ngenuity it reverts back to the three default profiles.  You can create three new custom profiles but the software is not user friendly either or intuitive like other vendors.  I would have given this rating a perfect 5 stars but the ngenuity SOFTWARE completely left a sour taste.  If they want to compete with other premium keyboards they need to fix their software."
1,RUINED MY SWITCH,"I should've known better than to buy a Nyko product. Tested fine when I received it, but when i plugged my switch back into my original dock later that day, all i get the is the fast blinking green. Ruined."
5,Solid headset,"I have a small head (youth hats fit me) and these fit ok. My husband has a big head and they adjust to be even bigger than his size,  so we really like that about them. They are comfortable and not hot. Easy to use. Would buy again. They look and feel nicer than everything local I tried on (about 12 pairs).  Used for ps4"
1,"Never worked, my loss your gain.","Item did not charge the DS.  Bought it because the New DS does not come with a charger.  Used brothers for a while.  when on vacation needed to charge both at the same time discovered this one does not work on either the original 3DS or the 'New' 3DS.  Too late to return.  Learn from my experience, spend a few dollars and avoid the hassle."
5,"Well, it's about time a great Mortal Kombat game is released on handheld!!!","This game rocks. I played it on PS2 and I loved it and finally as soon as I heard it was going to be on handheld for the first time ever i thought to myself ""this is great! Much better than those other MKs on GBA and on black and white game boy because the graphics just don't cut it as well and PSP does."" The 3-D is awesome and I have to say I knew it was gonna be great and I was proven right buy purchasing it and playing it to be impressed by it! So all you Mortal Kombat fans out there that own a PSP; GET THIS GAME NOW!!!!! You won't be sorry!!! And it's even better than PS2 because it has extra characters like Shao Kahn, Blaze and Goro!!!"
5,"... to say that the color on this controller is amazing, it is so much better than the solid ...","First off I have to say that the color on this controller is amazing, it is so much better than the solid color versions that Microsoft has put out in the past. The best part about it is that the material they used on this controller feels almost like a silk on the front but has the texturing on the back of the handles so it doesn't slide around. Also I have noticed that for some reason this controller has a longer range when I have it connected to a headset than the older controllers did. As I haven't taken it apart and since Microsoft doesn't say anywhere on the packaging I'm just going to guess that they moved the location of the wireless unit in the controller or upped the power of it. I would definitely recommend this controller if you are thinking about getting it."
5,Wonderful purchase.,I cannot begin to say how much I love this case. Well designed. Does not affect game play at all. And by my picture provided you can see that it dock comfortably. This is a must buy if you want to add some protection to your switch. Thank you to the seller. This is a wonderful product.
4,"This IS NOT Baldur's Gate Dark Alliance, nor was it ever claimed to be...","This is a remastered version of the original PC games BG1 and BG2 for the current gen consoles. It's great. This IS NOT Baldur's Gate Dark Alliance (PS2), as that series was entirely different and wasn't a true roleplaying game anyway."
5,finally makes my ps4 purchase worthwhile,"Despite being a little let down by killzone shadowfall, Infamous Second Son is the ps4 game I've been waiting for. My favorite part is when you suck in a blast shard or smoke and the controller helps make a sucking sound. Good times."
5,thank you Fosmon for making a pretty sweet product,"So let me tell you a few things when receiving this item and before you buy this product as well, It comes very well packaged and in the package you get a little wire thats supposed to connect to the charging port and the wall but you have to get a wall charger separately since it cant plug into the wall with just a usb wire, that being said I took out the batteries and the plastic backing of our controllers knocked those auto charging black whatchyama callits on the back of that sucker and watched the magic happen as they were charging, if I remember correctly either someone in the comments or the directions stated that they had to leave theirs on for an 1 or 2.... but bro I left mine on for about a lil over 30 mins  and whammo the damn thing was working for hours an hours while I was playing Monster Hunter World with my boyfriend, this thing was such an add on to my experience with that game no wires attached yeah!! thank you Fosmon for making a pretty sweet product"
5,Get a grip! A must have accessory,"I ordered these before there were any reviews and was a little nervous about what I'd receive. My fears slipped away the first time I put these in my hands. I'm not a small guy and was afraid these weren't going to work as I've had trouble in the past with such accessories. Not a problem at all here. The way they have an offset design at the top and bottom gave me plenty of room to get the right fit. I really like the way it attaches with the tabs around the controller face and not wrapped around the ring itself. It hasn't budged once. Once they are on, VR just becomes second nature. If you don't have a good set of grips by now, what are you waiting for? Besides a re-stock maybe..."
1,Right wing parade,"This book was a major disapointment' ""you Yankee's"" and ""y'all""...last time I checked, the U.S. military was an arm of the federal government, not the Texas state government."
5,Bowling is a fun sport. and I really like this game it's ...,Bowling is a fun sport. and I really like this game it's a lot of fun
1,NCSoft: not a company to give money to,I would NOT recommend investing your money with any product produced by NCSoft. They do not value their customers!! They put corporate greed above ethical and moral business practice!
4,Thank god SEGA didn't work on this....,"Thank god SEGA didn't work on this game ! They destroyed THOR and I could only hope that they don't rush Captain America and doom it. Overall the game is excellent great weapons,great combat a load of powerups. All the weapons serve a pupose in the game. The game comes with 2 pairs of 3d glasses and it works and makes your gaming experience that much better! Not to long, not to short just rite. The level presentation looks great and so do your enemies. I was sceptical on this release after I played THOR and if your a gamer you know how bad movie games usually are, with a few exceptions ( Batman Arkam, Wolverine, not many) I'm glad I purchased it because I can't stop playing the last 3 days. AWESOME !!!"
2,Seriously Boring,"The SS Collection is bascially three XBOX Arcade games on one disc.  I guess I'm a little disappointed because I sort of expected the developers to make a few upgrades to the games when putting them together in a collection.  Perhaps tweak the graphcs a little or add  a few new enemies.  Unfortunately, they didn't.  I had only played a quick demo of Serious Sam 3 prior to picking up the collection, and it seemed pretty decent as a FPS.  After playing all three games, I just got bored.  From part 1 to 2 to 3, it's all more of the same: mindless shooting.  The first two were particularly boring - even annoying at times.  The same enemies, the same annoying sounds they make, the same mindless shooting.  Part 3 does make some significant improvents over the first two, which is to be expected.  However, at the end of the day you'll still find yourself moving along a linear path, shooting, shooting and shooting (with the occasional swing of a sledgehammer).  I mean, I guess these games are ok for what they are.  If you know you're going to sit down for a few hours of shooting monsters and nothing else, and you're ok with that, then by all means, pick this collection up.  Just don't expect much in terms of content.  I guess I did, which is why I'm not overly impressed."
1,Scarcity,Scarcity Keyword that describes the price an the demand of switches
5,"Ladies and Gentlemen, we have a WINNER !","I had been waiting with baited breath for this, and I cannot reccomend it highly enough. It has the best outdoor graphics I have seen on a PS2 and the levels are HUGE! no little valleys and then loading here... Just one load and you can explore a huge level hunting for deer, moose, even mountain lions and bears. There are little critters like squirrels and raccoons for target practice. The atention to detail is incredible. Leaves fall from the trees in the fall and the animals kick up dust and splash as they run through water ! The vehicles are very easy to control, actually being useful as opposed to a liability. The weapons are great and replicate the real world weapons very well. The fact that the designers included a split screen two player mode is a first for hunting games and is a worthwhile addition. I have a great time playing with my friends, as we hunt down animals in torney mode. The online is astounding. The other hunters appear exactly as you set them up and instead of the weapons just appearing their hands when you change them, the hunter actually reaches back into his pack and gets out the new weapon. Stalking through the woods for a prize buck and then spotting someone 100yds away sighting in on YOUR buck is a real rush as you try and bag it first. The AI on the animals is great and they are hard to kill! The graphics on the animals are great and the trophy room is presented as a museum style with all of your animals presented in brilliant dioramas ! All in all a very polished game and the only one you should get for PS2"
2,Hope You Can Connect To X-Box Live,Didn't know when I bought it that I had to connect to X-Box Live to play chapters 2-5. Total waste of money since I can't do that. Wish it had been spelled out when I purchased it.
5,Delayed delivery but very good overall,"Delivery in damaged, included everything just a day of delayed delivery"
5,Woop!,"This came 3 days after I ordered it when it was said that it would be 17 days! amazing. It came with everything I could ask for. I love both the expansion packs that came, and its really a great deal! 2 games in 1 for the price is 1. Don't have second thoughts."
5,Makes a great gift!,My grown daughter loves these so somehow it's become a tradition that I always get her these for Winter Holiday. I knew she was expecting them last year (this past Winter Holiday) so I surprised her and got her two! One year I got her one big one but was disappointed to find that it was hollow. It's also just not practical to have one giant one lying around for a couple weeks so I always just get her these big packs now. She loves it! I know she looks forward to it every year and I have NO intention of ever disappointing her!
1,Two Stars,Nothing special. Much Smaller than the original VCR Xbox One. The white it ugly. I would suggest sticking with your original or just waiting for the Playstation Neo
1,150.00 bucks and broken...,Left thumb sticks drifts to the the right constantly. And my P buttons on the backside of the controller and miss labled compared to the app for mapping them.
5,Fun game!,"It's short--which I rarely notice so this must be pretty short. However, there are extras and ways to make it longer. I loved this game--in the beginning, every portal is new to you, and while the items aren't all that hard to find, the locations are well-drawn and, since they are in dreams, wonderfully fantastical. After a while you will find yourself returning to the same portals, which can be avoided by playing in bonus mode, which will give you a way to pre-view the portals and avoid the ones you are getting tired of. Bonus mode takes you to the portal of your choice (use the one you know the best, and work your way through those you are familiar with) and you are given 3 hints and a relatively short time to figure out what the hints are talking about, and then find that item. This is where it helps if you are familiar with the items in that portal. That's the only kind of mini-game. You can play timed or relaxed. This may be too short and simplistic for those looking for a real challenge, but if you just want some relaxing game play with some vivid and interesting locations, give this a try!"
5,Problem solved,"My kids kept taking my controller chsrger to charge their tablets and breaking the chargers.  I had to keep replacing them.  I found these and not only are they not a wire,  it charge through a completely different port.  So it can't charge their tablets and they have no reason to take it.  So glad I found a solution to this problem"
1,Waste of Time,would give 0 stars as the product was nothing more then a window telling you that the servers are gone and that the product is dead.
1,They have ruined what used to be a good product,"I'M SO DISAPPOINTED!!! A total waste of time and money. I used to love playing the older versions. Successive versions have gotton worse and worse and this one is just terrible. I loved playing canasta. In this version, the cards are so small, the layout so small that you can't even make out which cards have been laid out. They even changed how the player's hand is viewed, making visually seeing your hand and the number of cards of a suit much harder to identify. I can't even get the discard to work correctly half of the time. If they had just left the old games alone. How can they possibly think this is an improvement? I suspect, like me, the users of these games are older. Do they think we have screen magnifiers that make playing possible? I'm disgusted beyond belief. Unfortunately, the older programs won't load with the new software. All of the changes have been for the worse since the 95 games. They must feel that they have to make changes to justify new versions. Who do they have test these products? Hoyle has gone downhill. It's so bad, it's unplayable. Shame on you Hoyle."
1,Worst seller,"Received this product and it came with a dent in the shell. Then it worked for a week, but now it will not charge. I have attempted to contact the seller, Rock 30 Games, but no answer. I understand that it is refurbished so I lived with the dent, but if you refurbish it the battery should be replaced as it is the main issue with these systems. Do NOT buy from this seller unless you want to be screwed out of your money!"
4,"Good, but not the best","I have both the Pelican G3 and Nintendo Wavebird. The Pelican is a great value for wireless controller. It does have flaws though. First, Pelican's construction is not as solid as the Wavebird. Secondly, and more importantly, the Pelican does not give you the accurate control you need in some games. The Pelican's analog control stick is kind of rough, not refined. If you play Zelda, Top Gun, you definitely want the Wavebird. If you play Harvest Moon of Pikman, the Pelican will be fine."
5,Very cool...,Cool.  Charging pad is a nice plus.  Easy - plug and play.
1,Does not support charging standalone battery,I have one controller. This unit came with two batteries. I wanted to charge both batteries (one installed into the controller and the other not) at the same time. Unit does not seem to support charging a battery outside of the controller. I need to charge one battery at a time using the controller to hold the battery in place on the charging unit.
5,I like it,"The letters don't light up, so it's not for gaming. I'm using it at work though, so it's fine. It is extremely loud when you're typing. I feel that is a small price to pay for such a cute keyboard. It really brightens up my drab cubicle. I'll update my review if I have any issues with it in the future, but so far so good!"
5,Amazing for an off brand product,"We absolutely love them. The only thing we have to gripe about is that the ""X"" button on the blue controller is lower than all the others, but that's it. The snap back and rumble are perfect."
5,Not your kid's video game...,"If you want a game that takes you by the hand and leads you to its finish, do not buy this game. If you are looking for instant gratification and a game you can complete in a couple of days worth of 15 minute sessions, do NOT buy this game. If you are easily frustrated and don't want to invest time with economics, strategy and long range goals, DO NOT BUY THIS GAME. If you ARE looking to lose some sleep planning your empire, building fleets and the logistic means to support them, exploring a huge galaxy with many races and many paths to victory, being an industrialist, a pirate, a simple explorer or all of the above then check this game out. You won't be disappointed."
5,Perfect for gaming!,"I bought this for my son to use with his Nintendo. He loves the fit and comfort, the sound quality is great and the microphone is perfect for connecting with his friends.  The noose canceling feature works wonders as he cannot hear me now :)  Highly recommend."
5,Its a game and came in a box,Dumb game but my wife loves it because books and stuff. If you wife loves dumb games then add this to your Hanukkah list now!
2,set came with 5 defective disc,The set as most people know has come with 5 defective discs...i put in request with cbs video to have them shipped and i was PRoMISED by 12-10 ...i called them after not having received them and the cbs rep says they HAVE not been shipped out and there is NO estimated date on when it will happen ..THAT IS TERRIBLE SERVICE FROM A COMPANY THAT ISSUES A  REMASTERED SET ...well i will keep waiting but for now i have to give a bad ratign on this set until the replacement disc are receivd...
5,Best stand!,This stand is amazing! Very sturdy and much better design than the others out there. Incredible shipping!
5,Awesome bundle but....,This is one of the coolest bundle Nintendo has released. The only problem I had was the box arrived slightly bent from the poor packaging it arrived in. The faceplates are awesome and you can always buy new face plates if you grow tired of them. Would definitely recommend.
1,Listen to the other reviewers,This game is so broken. Half the time you cant even select a server. When you select a server you usually cant login to it. If you manage to login it forces you into a tutorial and then tutorial breaks so that you cant do anything.
4,"I'm not a fan of Broadway musicals, but....","This was the first CD I've purchased in probably 10 years.  My wife saw the show and can't get enough of the content.  She's listened to it dozens of times.  I appreciate that it is, for the most part, historically accurate...even if it had to skip over some elements of the story due to time limits.  Included with the CD are all of the lyrics, which I had trouble understanding at the speed with which they are delivered.  This is an epic musical worthy of everyone to enjoy."
5,Screw final fantasy,"This game beats the WHOLE FF series in every way, shape, and form.  'nuff said"
1,Inaccurate website description and no customer service,The controller soft touch looked good and was comfortable. This controller was advertised as a modded controller. When it showed up there was no instructions or anything about the mods. I went into premium controllerz website and it says there is a small button on back side of controller to activate the mods. My controller had no button. I sent an email to the company about my issue and now it's been 5 days and still no response from them. I tried the controller and it is just stock controller as far as I can tell. I sent it back for a refund.
5,Great gift,easy to use and more versatile than the original dock the switch comes with
5,COD is back after a major fail,So far so good..fun gameplay and campaign is decent.  Some people are hating due to other players actions or because it's the 21st century and you need the internet to play.  My only concern was the comment that internet was required to play single player campaign.... not sure if true because I have internet but if it is then shame in infinity ward and Activision!
5,So much better in person!,"Looks amazing at my work desk. Great conversation starter too! I am a loud typer anyways, so my coworkers were already use to the noise. I would say if you work in a quiet area, you may want to think about it...."
1,Way over piced,Over pricing should be illegal and should be jail time. Its supposed to be 499
1,"""Corrupted Data""","I haven't been able to get this disk to work. Once inserted I was asked to format which it said was completed successfully. I could see the disk and capacity under data management. But anytime I download something I'm unable to open the game afterward and the error says ""Corrupted Data"". This is extremely frustrating after waiting for multiple hours for a hefty download only to have it fail. I'm going to try erasing and formatting the disk one more time but seems like this is going to be a returned item."
5,Keyboard,It was AWSOME!
1,Broken day one unit,I received a broken unit. Seriously having questions about buying electronics online now. When I put a disc in I hear a loud noise a nd the system won't read it. Amazon support was amazing and I should have a replacement tomorrow so hopefully I have better luck.
1,THIS WILL BRICK YOUR CONSOLE.,"any unliscened dock for the nintendo switch WILL brick your console. Do not purchase these, or anything else that is unofficial- despite the price tag. Youll end up 300 dollars- or more- in the hole!"
4,The return of the FPS (First Person Sneaker),"If you have ever played Thief 1 and 2 (or even System Shock 2) by the now dissolved Looking Glass Studios, you owe it to yourself to give this game a try.  The stealth isn't as well done, as the AI seem to converge on your position from all over, even if only one guard is alerted to your presence, plus there is no HUD indicator of how well you're hidden, so sometimes it's a crapshoot.  But the first time I realized I could climb up pipes and walls and tiptoe over the guards' heads, I knew this would be a fun game. Then there's using Blink, good fun. There are always alternate routes, and no kill playthroughs of missions are possible, but are a bit harder, require more planning, and more creeping around in the shadows, and that's a good thing. The game is beautiful in my eyes.  No hyper-realistic textures and models here, but the watercolor-styled textures and wonderfully realized cityscapes, and especially the well done water, shadow, and lighting effects make for a immersive gaming experience, who cares if it's a little bit cartoony. The gameworld really asks to be explored, and rewards you with secrets if you do.  The powers are a blast, and there are many ways to use them to either avoid or dispatch enemies, and they kind of have a Bioshock style to them. It's hard to write about many things without giving away spoilers. Voice acting is well done, and the background stories found among audio files and notes littering the gameworld are sometimes better than the main plot. Overall a fun, immersive game, but I'll dock a star for the inconsistent (and sometimes annoying) AI reponse to the stealth aspects of play."
1,Disappointing,"I played this game once and probably will never play again. If you are struck by nostalgia and buy this game, you will be disappointed as it is nothing like the previous versions."
5,Excellent power station,"I purchase this for my son. Best purchase ever, no more buying batteries it has two battery packs. Great design to power your xbox and charge your controllers at the same time. The green LED lights gives your gaming time an awesome effect when playing in semi dark."
4,More carnage,"If you are a lawsuit happy whacko stay away from this one. It's not for the family, unless you happen to be in the Manson family! This game is a one player, 1st person shooter. There is a cable link option and if you are  lucky enough to have two TVs, two game consols and two game CDs then you  can have some real battles (same goes for the original DOOM)as you blast  your way through violent, disguised communists or declare war on your  playing partner. There are several levels and most get a little tougher as  you finish each level. The music can be turned off to make the setting even  more realistic. Lots of suprises and weapons keep this body count classic  fresh. Nothing like a point blank double barrel shotgun blast to the face  to really make you mad! A great deal at this price for sure."
1,Didn't work,It doesn't work on my TV. Not sure why. I guess its too modern as I'm assuming it'd probably work on a CTV but I can't verify that.
1,Bandai Namco is now censoring this game and not releasing content in North America,Bandai Namco has decided to not release content in North America because it shows too much skin. Do not buy this game. This game is not complete and will never be. There are exclusive DLC items only available to Asia.
5,Nice console for 199.99 Black Friday,"Love it, playing like a god on Spider-Man"
5,Was able to take controller apart and put the board ...,Was able to take controller apart and put the board into a actual Sega Genesis controller for my rasberry pi genisis mini project
1,Over Hyped and under delivers,"Xbox One commercials promised this device would take over your living room. It does not, i find it easier and more accurate to use the controller to do what kinect does. Many games run at xbox 360 resolutions and this device is too expensive. The new kinect allows whispers across your house to be heard and it can read your heart beat. This could get hacked or Microsoft could use this information for advertising and the government is going to love this massive amount of data. You may pay for this console with your privacy. Do yourself a favor and buy a PS4."
1,Not worth the wasted time at this point,Endless server issues make this a completely botched release. Worse than any of them that have occurred so far. If I hadn't bought a few months ago I would chargeback the amount on my credit card.
5,What's more adorable than 5 different pikmin altogether,This amiibo is one of the most charming ones they have ever made. What's more adorable than 5 different pikmin altogether! It's highly detailed and makes a nice display piece on my gaming shelf. Nintendo really is getting better at making them more detailed since the Smash bros. days.
1,I used Stealth Elf and did just fine. I love the game,"There is a known glitch on the Telescope Tower level. I have a 6 year son that loves the game and characters (so do I), but this glitch is very frustrating. Consider completing the level by yourself and use a character with no range attacks. I used Stealth Elf and did just fine. I love the game, but the fact that Activision released a game with out fixing an obvious and known glitch is the reason behind the one star rating."
1,Don't buy,I had the original Kinect Sports and thought this one might be fun.  But after trying out the games I was very disappointed.  It doesn't catch on to your movements in the game very well.  I expected more out of this game and have since gone back to Kinect Sports.  I will wait for better games to come out.
5,ps3 60gb,"i love to have this 60gb Model of the PS3 it allows me to watch DVD,BLUE-RAY and play CD it also allows me to play my ps1 ps2 ps3 games unlike the newer model the 60gb model is the best system ever it also let me use the internet as well like Youtube and Facebook it also free online unlike the xbox 360 paying for xbox live the 60gb ps3 has everything that i need for the price...."
5,Fast shipping and nicely made packaged well,Man this thing is awesome after reading some reviews I was skeptical about buying but I took a chance totally worth it battery life is great it takes a while to charge which is good imo that means a slow charge battery life lasts a good while before having to recharge cooling fans are quite they produce more than enough air to keep system from over heating game case storage works as it should over all good buy battery packs lay flush into battery housing will purchase another soon
1,Not a 2000 battery,Battery is packaged in a 2000mah package battery itself is 1200mah
5,Family game night just got easier. Hours of fun without the fuss.,"Love, love ,love...okay, I haven't played Scrabble yet, but have been playing the rest daily with my son. I hated Risk growing up, because it never made sense, but now, finally I can get into it. Trivial Pursuit is fun and informative, and even playing it daily haven't come across the same question twice yet. And Monopoly, changing the rules to fit how the family plays, great idea. Free parking...here I come. You don't have to have controllers for everyone, you can share. And our Droid Turbo 2s act as controllers as well. And there is no banker sneaking money out of the bank when the other players aren't looking. Lol. Family game night is easier and I don't have to look for missing pieces or dice."
1,"Within the first 5 minutes of playing the 360 version I hated it, was confused","I rated this 1 star because compared to the xbox one version, the xbox 360 version is awful. Within the first 5 minutes of playing the 360 version I hated it, was confused, and utterly disappointed. I had played the xbox one edition with a friend and I understood the game in seconds and was amazed at the quality. It seems to amaze me how the same game can vary so greatly between older and newer xbox's."
1,Price is ridiculous on Amazon!,"Awesome game, love playing the game. This could have any enemy to iy, it's more than a zombie game, but the price here is way too high. Go to the Plaid Hat website and save serious money."
5,Perfect,Works as it should had it for over a year now!
5,Experience some gaming history!,"These are indeed old games, and as such, they don't look anywhere near as good as newer games. However, there are a bunch of classics here that should be experienced by any fan of PC gaming. If you love getting immersed inside a virtual world, practically all these games will deliver the goods. And printed manuals? Almost unheard of these days! If you are a true fan and don't mind tweaking your system a bit to get them running, there are hundreds of hours of fun to be had with this massive collection."
5,Great buy,Very easy to pair with system. Easy to use.
5,Fantastic Lego Game in the Ninjago Universe! Original Story and a Must Buy!,"This is a fantastic title! After all of the other substandard titles that exist around the Ninjago series, this is truly a great game that runs the same line as all of the other fantastic Lego titles that have been made. The benefit here is that the game takes place in the world of Ninjago and is a stand alone story for the series. This is an absolute MUST BUY game for any fan of the series or any fan of the Lego games. This title is truly under the radar and hasn't received the advertising that one might think and many may not have heard of it. Honestly, this is a great game and definitely worth the purchase."
5,Just wow,I played single player and wow awsome game play.  Multi mode everything looks so good.  I saw some people hitting on this game as like the old ones .... well the base of the game is like the old ones thats what works they just fix problems and make it a better game.  Not sure about PS3 but it looks great on PC
5,5 Stars Memory Cards for PS 2,I give these Memory cards 5 stars on how well made they are and how great they work. I would buy this again.
1,Dissapointed,Disappointed
5,Great Product,"Colored Keys, built like a typewriter, what is not to like about this great keyboard."
5,A very unique game,This was one interesting game.  I really enjoyed the idea of playing multiple characters from a single family through two thousand years of history. Each character had different stamina too with some being in poorer health causing them to tire faster than others. This made it interesting in regards to pacing since you had to rest some characters more than others. You also got to see changes made to the family home over the centuries which was also interesting. The game was very thought out. The sanity meter was also a nice touch with your character beginning to hallucinate as his sanity level drops. At times as you play you may even begin to question your own as well. I don't want to give anything away so won't elaborate on that. A very unique game. This is one game that truly deserves a sequel. If you haven't played it you really need to.
1,Pure junk,Sad when u look forward to this for months and get it and it's junk. Ubisoft has lost their mind and think they know what they're doing but don't. Aside from bugs they took away ai companions which made wildlands so good. Require constant internet even for campaign. Microtransactions  out wazoo and a ridiculously complex leveling system where u have to constantly grind for better gear or enemy is unbeatable. So sad they don't know to keep the good things about wildlands
1,"Been there, done that.","It's a shame this has Elder Scrolls in the title, the game feels disjointed, hollow and just a lackluster experience as a result. Save yourself the 60 bucks and buy something else, anything but this game."
1,This game is just not there and it truly makes me sad.,"There is just so much wrong with the game as is. I'm not talking about all the glitches or game mechanics not being up to standard but I'm talking about just the pure fundamentals of this game. It just doesn't work. It's really not fun to play... Ive gave it many hours of gameplay.. Solo and with a group of friends but the game is just so empty feeling. If you wanted a traditional fallout game... The story telling and quests are just not there for this game. Nothing is intresting or motivating to continue playing. If you wanted a multiplayer game this is not it. Every server you join feels as if everyone, the little amount of people per server there is, are each playing a single player game together some how... As you come across other players they simply give you a little wave and continue on there way with few people ever wanting to talk or even team up. For being a insanely passionate fan of bethesda games and specifically fallout games... This one is just not there and it truly makes me sad. I urge people to not buy this game as it is now."
5,Great Addition Your Pokemon Game Collection,"My 11 year old son eagerly awaited the release of this game and saved his birthday money for two months to pay for this game.  He is actually home sick this week with pneumonia and this game has been great for keeping him in bed and resting.  It's full of all his favortie pokemon characters, challenging and fun!  Even my 17 year old was watching him play and said he'd like the game too!"
4,Four Stars,"Great game. Has some issues as all games do, but it's still Mass Effect."
1,not a snug fit,"Ok, I bought an energizer charging station, and it came with these rechargeable batteries.  While the charger charged them sufficiently, the batteries don't fit exactly right in the controller.  They fit fine for playing wii sports tennis or super smash brother brawl, sure, but I recently bought punchout, and everytime I got knocked down, I would shake the controllers to get up and lose connection.  The batters would shift slightly in the controller.  Regular double a's and the stock battery cover worked fine.  We noticed that if we folded a piece of paper and slid in behind the battery in the wiimote it produced a more snug fit and had less interruption, although they still existed.  I am on my way to return the charging station.  Paying for AA batteries beats the frustration of losing connection."
1,House restrictions for local coop,"Local coop is a disaster.  Tether to primary leader, only person who first set up account gets to complete missions. Can't refund in any capacity. Waste of money and time.  Was really hoping for a fun game with my significant other. Also very frustrating how long it took to discover all of that."
1,always online requirement,"Always online is an awful thing to ask of your customers, Mazis. DO NOT BUY THE 2013 VERSION OF SIMCITY OR THESE ADD-ONS."
5,"Nobody gets rid of stubborn mildew stains and black heel marks as well as you do, Roger Wilco!","Space Quest IV was the first adventure game that I ever played. It introduced me to a world where games were more about story and brain bending puzzles than run-and-gun style gameplay. Space Quest is a funny science fiction adventure game series that lampoons popular film and television series, such as Star Trek and Star Wars. If you are a fan of those things, you will fall out of your chair laughing. Highlights of the series include Space Quest III: The Pirates of Pestulon and Space Quest IV: Roger Wilco and the Time Rippers. The Space Quest series may end with Space Quest 6, but the two guys that started it all, Mark Crowe and Scott Murphy, are back for new adventure games. Support the revival of a genre: tgakick.com"
2,Ouch.,"Works fine. Good mic. Ok sound. But even the smallest ear bud attachments KILL your ears. They used a rubber or silicone that isn't soft enough. Ears hurt after 10 minutes of use. They are also not noise canceling earbuds so not very effective at, say, hearing enemy footsteps in-game."
2,epic fail,have to agree with most. the ending just ruined the game. also i hate to say it but i thought it was below par compared to ME2 overall. it felt rushed and incomplete all around. compared to me and me2 this was just a total bust for me.
1,Keep in mind when purchasing that this is not a ...,Keep in mind when purchasing that this is not a nintendo made controller. It is made by a third party knock off.
5,fun experience. Not looking for a life changing event,"Sure it had flaws,  but it was an entertaining,  fun experience.  Not looking for a life changing event."
1,Not for Gameboy Advance SP,"Advert says works for all Gameboys including Gameboy Advance; unfortunately, does NOT work with Gameboy Advance SP, just as another reviewer noted.  Misleading advertising."
