rating,title,text
5,Worked perfect for my daughters nitro 5 laptop,Need to get my daughter a controller with her new laptop that we got her for christmas and yes it is a wired controller but it works likes its suppose to and is made well to hold up to a 10yr olds gaming.
5,Awesome!,Awesome emulator and customer support for issues are super fast! Love it
4,real thing,"I have gotten other brands which quit working after a couple of weeks, but this is the Nintendo brand and although it might cost more than the others it is more reliable and lasts longer ."
5,We have a bowling alley in our apartment...,"...seriously, this game is so much fun for bowling lovers... especially if you wanna bowl in your underwear because you're bowling in a virtual game in the privacy of your living room.  Multi-player... it's fun for anyone."
1,WHAT?!,You really think you can get away with selling this for thosands if dollars more then it is worth?! What the heck!!!
5,It's a fun experience.,I punched a chicken and the townsfolk chased me. Seriously though. It's a fun experience.
5,Great game with good story and nice puzzles,"If you ever enjoyed one of Layton's adventures for DS or if you were fan of Mystery Case Files - this is definately something of interest to you. It's another very nice sample of how Nintendo DS is good platform for adventure games. Story is interesting and tends to keep you wanting to solve the mystery. I liked the quite unique gameplay (it's mix of adventure mechanic and hidden object style). I absolutely love the graphics! Music could be better, but it fits game well. After beating the main story mode you can run for higscores in minigame mode (and quite a lot of minigames there are) or you can have some quick fun with additional typical hidden object scenes gathered in what they call 'Hidden World' mode. Generally if you are adventure or puzzle fan - it's highly recommended. And for it's price - it's quite a bargain."
2,Not really sure what happened here...,"So, I have played need for speed for years, and was stuck on the previous NFS:MW from like 2005. So, when i saw this one, i had to preorder it. To give you an idea of how stoked i was, i havnt pre-ordered a game since halo 3. I was way looking forward to it because of the experience i had on the previous version. I still play the original quite often because i enjoyed the gameplay quite a bit. Then the game was released. I have put in a total of like 5 hrs on it and most of that was trying to see if it would get better. I really wanted to give it a chance, after all, i blew quite a bit of money on it. The only problem was, i felt like it took every aspect of the game i loved and threw it out the window. The handling took forever to get used to, and seemed almost like they were going for a more realistic feel(in a game that is obviously not realistic, i wasnt buying gran turismo). It doesnt even feel realistic either, more like a melding of the two that leaves it just a pain to use. I loved the first NFS:MW because there was a great story to it. This one, however, i have yet to see anything that resembles a story. I thought at first that i would be excited about being able to pick up whatever car i came across. And for the first hour it was really cool to see what stuff was out there. Then, of course, I got most of the cars immediately available and suddenly i had no goals. Yes, i could go for the most wanted list, but what incentive was there for that? The upgrades for your cars arent that spectacular. There was no story to move you forward. I felt really no inclination to do anything beyond running away from the cops(tough though it is because of the handling). Im sorry if i seem negative, but the only experience i really was basing it on how it was compared to the previous NFS:MW. If this is supposed to be progress, i will gladly stick with my 2005 version. Wish i could give back the game, but its digital. Got me hooked long enough to get me to buy it, but lets me down an hour later. If you are looking at all for the experience of the first NFS:MW, DO NOT buy this game. You will only end up disappointed."
5,Great controller,Great controllers that work perfectly with our gamecube. The colors are great and they fit perfect in our hands. This is our second pair since our new puppy thought the cord was yummy..lol!!
1,3 hour install!!!!????!!!!,"Fondly remembering hundreds of hours playing the old Starcrafts, I foolishly bought SC2.  First, it took half an hour for the cd to load on to my Mac.  Then, 10 minutes for patches to load once online, while being prompted this would take ""less than 2 minutes"".  Then, before I can play alone offline like an old guy like me wants to, I have to download a ""game client"".  Even on my cable broadband connection, this is estimated to take 2 HOURS!!!!  Wait now, this is just ridiculous.  Of course, you can't get your money back for unopened software, so I just got screwed.  Tried customer service, not timely or relevant.  If you are not a hard core gamer who thrives on internet play, perpare to be abused and disappointed.  SAVE YOUR MONEY!!!"
5,Wanted to keep it....,"Per the title, I really wanted to keep this baby. It's quiet, looks sharp and the controller led lights look great as well. The ps5 adheres to the stand well, its a sturdy stand and would be a great value for your money if it wasnt for the ps5 flaw ill mention later. All in all, this vertical stand is the best you can buy imo. HOWEVER, there is the reason which I had to return this. Apparently there is a design flaw in the playstation 5 for both the disc and digital editions. That design flaw is that over time as the ps5 stands upright the liquid metal will leak out of its housing and ruin the motherboard of the ps5 as it is conductive to electricity. No matter what upright stand that is purchased, those stands won't save the damage over time to this expensive ps5 hardware. I returned as soon as I found this out and bout a horizontal stand and a separate fan that plugs in via USB port in the back of the console. Sad I had to return this product as convenient as it was but I can't risk my ps5 to break on me in the next couple of years."
5,Coming from an XBox one ownership,"For a game experience, nothing compares to PS4 Pro. I've been playing a few games now and I am very impressed. The exclusive games on PS4 is overwhelming -  I highly recommend it."
5,just what we needed,great....just as described
1,foul language,Too much cursing and very disappointing.  I've been a fan of Billy Crystal for many years.  He is a better actor than writer.
2,Split screen is unplayable,I have a 60 inch tv and still cant see well enough to play splitscreen. Most of the maps are recycled. Zombies is legit and blackout is okay. This game completely missed on multiplayer though. If you are planning on playing splitscreen or even multiplayer forget it.
1,What a disaster,"Not even 1 star. I bought this for my sons birthday. When he opens the box, inside was an old playstation. I do not even have words to express my frustration. I've been an amazon customer for more than 10 years. And this is the first time something like this happened."
5,Highly recommend for all abilities,"This is an incredibly well made game that gets you hooked the first time you play it.  I started playing guitar years ago but after learning a few bits and pieces of various songs, I would get frustrated put the guitar down for a long time.  This game will allow you to finally learn songs all the way through without getting frustrated at any one particular riff.  Plus, reading tabs is MISERABLE and takes way more effort than it should.  Being able to slow the song down in the riff repeater is an absolute game changer... I'm not sure how anyone can learn guitar without the riff repeater!  Highly recommend for all abilities.  It's giving me the opportunity to learn something new and build a skill rather than wasting my free time getting humiliated by 11 year olds on Call of Duty!"
5,Great Deal,Just received my code instantly. The only other place I've seen that does this is instaGC and you can get instant cards there too. Thanks Amazon!
1,Probably the worst video game ever,"Probably the worst video game ever. The controls are abysmally bad. The game will require you to glide for approximately 100 Yards yet the glide ability will shut down for no reason a all after about 50 Yards. Prepare to repeat easy missions over and over and over and over and over again simply because the game designers failed to dial in the controls in any way. Controlling Batman is frustrating repetitive and downright awful.But that's nothing compared to the sheer awfulness of the constant Batmobile missions. The Batmobile is clunky unwieldy will get stuck on anything at all, every bench every concrete barricade basically everything will snag the Batmobile during timed missions. . The game requires oprecision driving from the Batmobile yet makes driving it about as precise as smashing your hand with a brick. Arkham Knight is unfortunately far less fun than smashing your hand with a brick. If you like getting a headache from a terribly designed game then Batman Arkham Knight is a must purchase. Otherwise just save the money. THIS GAME SUCKS!"
5,excellent product,Work flawlessly
5,Good!!!,As described.  Works great with my device
5,Classic fighting game with great gameplay and mechanics without relying on excessive violence or gore,"Great game for the 3DS, even years later. Many hours of gameplay with extensive single and multiplayer modes, it has definitely been one of the more enjoyable 3DS games in my arsenal. Kudos to Nintendo for continuing to bring out a quality game that is enjoyable to play and fun to visualize, all the while not having to emphasize on violence and gore to make a great fighting game."
1,Amazon should not allow ratings on unreleased products,"It's all Amazon's fault for providing the means to rate products that haven't even been released yet.  It opens the door to people like that ""gamer"" guy who go crazy with just a demo."
1,CD Key???  Are they serious?,"I have three or four thousand dollars worth of paid-for software on this machine, including Chessmaster 9000, and this is the ONLY one stupid enough to make me put a CD in the machine every time I want to play.  True, I don't play games much, so maybe this is ordinary behavior for games, but you can believe I'll never play the game, or have anything good to say about it.  I don't appreciate being treated like a criminal by software I have PAID for."
5,This is an excellent option as a gift for someone who owns a ...,Catch these on a rare discount and it's totally worth it otherwise it's the same as buying the same amount through your device. This is an excellent option as a gift for someone who owns a Nintendo device and you don't k ow what games they may want. If they're after a top teir game you may want to look at the 50 dollar option.
2,Wii controller rechargable batteries,The batteries only last for two hours.  Regular batteries last for three to four days.  I couldn't recommend these batteries to anyone.  I had much better luck with INSTEN brand.
5,Five Stars,Kids love this game and the price was perfect!
1,I thought this was a good headset but mine is mysteriously not working already,I thought this was a good headset but mine is mysteriously not working already. Probably used 10 times. Very disappointed.
5,"Fallout with friends, Like it or play another game","Where to start, I am an old school gamer growing up gaming on the computer with pinball or playing the original command and conquer. Over the years I have played many great games but fallout always has stood out for me. The mechanics of the game are different don't get me wrong but most gamers like that kind of exploration and making the game your own adventure. While playing fallout 4 i had a group chat with 4 people all playing and we would laugh about our deaths or fails when running onto a mine field. Now we have a chance for us to play together. I have to admit I was scared because so many online games just try to hard but after playing the beta I can see this game will grow over the years just as Rainbow six siege. (recommend for CS go players or hardcore battlefield players) All games have their bugs and Bethesda with their system pushes the limits on issues but they are trying something new. We will have bugs that is no shock to long time fans. But if you can look past that and just make your journey you will not be disappointed. The best part is I found a world boss and I only had basic stuff so would be a high risk of death but than multiplayer comes into play, i hit my team up and 2 mins later i had my team of 4 together ready to battle the beast. but 2 mins later we had 2 other people jump in to help us. It was great and actually fault like you were like those raiders you would see randomly in fallout games. In the end we all traded with each other seeing what the beast dropped for everyone. I just want to say go in it open minded. if you like fallout alone or with friends you will enjoy your money spent. If you are here just to complain how its not PUBG or COD than go to the forms we don't need your bad vibes. See you out in the wasteland and good luck to you all."
1,shallow and brief,"the game has the lowest character roster since super street fighter 2, except that was a much better game. The newest version in the series feels rushed in order to prepare for the evo pro fighting tournament scene and clearly left out modes and features that make up the back bone and overall quality of typical fighting games. Its a very bad sign when this game comes out and is unable to have actual 3 round gameplay, but mortal kombat xl comes out 2 weeks later and utterly destroys the game in terms of character roster, modes, story and ease of play, honestly, dont ever pay more than maybe 20 or 30 for this game. It's very clear capcom just doesnt care anymore about the core fanbase that has been loyal since '92"
5,Couch potatoes beware,"I bought this after reading some of these reviews, and I have to admit I was not disappointed.  My husband and I had just returned from eating too much out at a restaurant, and I was feeling fat.  I came home and hooked it up for the first time, and was moving in no time.  The menuing is a little klunky when you first start, but the secret is to get off the mat and use the wii remote until you become more comfortable with the mat and the menus.  Needless to say after a full meal, I danced for two hours, and guess what - no indigestion."
5,sound adapter,works great with my xbox1x
1,Not A Nintendo Product,"This cord is not made by Nintendo. It is a flimsy, unbranded knockoff. The advertising is very misleading. Avoid this product."
2,Macabre and punishing,This game is simply about running and evading.  It lacks the earned and fun power ups of a Metroid franchise game especially on the early levels. Samus on extreme Nerf. As you play it does get a little better however the early level constant restarts will drive most players away.  Learn to love camping AI with invincibility against your character.  Graphics and play are fluid with reasonable cutscenes for a Switch game but the stupid hard difficulty is not for all
1,DOA,"It was DOA. Blue pulse of death... going to give it one more shot after I get a replacement, otherwise isn't there another next gen console shipping soon?"
1,"Is not redeemable after purchase, must wait days to redeem, this is inefficient.",buy this from in a store with the actual card instead so you can redeem it immediately.  Amazon is horrible with digital services like this.
2,Can't do much offline,My husband understandably doesn't want our kids playing online with others yet so there's so much they can't do with this game. I don't understand why you have to pay a monthly membership and go online to be able to do anything. We haven't been able to figure out how to get multiple of our kids to play at once (even our teens who know these systems well). Pretty disappointed in that!
5,Amazing,Hours and hours of fun for my girls. Don't want to stop
5,Finally!,"Finally a dragonball game that brings back memories of the budokai and tenkaichi series. This is by far one of the better entries in recent years. If you were dissatisfied with battle of Z, this game is far better in every single category. The fighting mechanics are great and you'll soon find yourself not wanting to put the controller down. Character customization is an awesome part of this game as you get to create your very own z fighter from a variety of races (i.e. saiyans, nameks, majins, earthlings, Frieza's race). All in all, this game redeems the series for the failed attempts at trying to recreate the success of the ps2 games."
5,Best Game Yet for the DS,"Too many people are comparing the DS version to the Xbox 360 or PS3 version. You can't do that and be unbiased. There is no way the game can be rendered or played the same way on the DS as it is on the stationary console systems. I own it for both DS and 360 and it's a great game for both. But I think as far as DS games goes it really shines. Beautifully rendered graphics for the DS, excellent sound, and a wonderful storyline. If you're a DS buff like myself and enjoy portable games more than console games this is a must own for your favorite pocket pal."
1,Stopped working after a month,"After one month my 2DS froze, up to this point I thought it was fine, marred only by the fact the screen in open at all time making it easier to damage and scratch the screen. If that had happened it would have been a fault of mine, instead all of the button and the touch screen stopped working even though I took care to make sure it wasn't scratched and nothing lodged in the buttons. Even at the cheaper price I can't recommend anything that stops working after just little over a month."
5,Xbox is King,Awesome build love the quality and compact look of the slim and how it has the built in power brick great product Xbox forever.
1,Pretty Blue Light Right Out of Box,"Add me to the group of DOA, blue pulsing light consoles. Went through the whole song and dance I could find online checking the HDMI port and everything, but nothing worked. Also tried several monitors and hdmi cables. Can't get the system into safe mode either. Guess I won't be part of the launch day crew...."
5,Decent Controller,"Feels good in my hands and everything has been good so far.  Pay couple bucks more and get the more expensive one.  I'm not sure about the cheaper version, but this comes very close to the original shock 3 controller."
5,Nintendo Switch Carry all,Love the color and durability. So cute and fashionable. Lots of space for all your games and console. Like the strap for comfort of carrying.
5,Great mouse for the price,"I ordered this for used as a laptop mouse. I've become accustomed to my razer deathadder and wanted something less expensive but similar. This has the same buttons which is good. My only complaint is that I can't tell what DPI setting im on. The seller was phenomenal in helping me when I had questions about the mouse, for example I thought the  red button next the the left click was a programmable button but its not. its like a quickfire button or something. I am guessing the dpi changes when you press the button but there is no visible way to tell, no software comes with it but windows 7 recognized and installed it right away. I played l4d2 and I am almost just as accurate with this mouse on what I assume is 1200dpi, but like i said i can't tell. supposedly you can change it in the control panel. its definitely worth the price."
1,... research before buying the game but this is nothing like the Gran Turismo I use to play,I guess I should of done research before buying the game but this is nothing like the Gran Turismo I use to play. I like the old set up where you had to race against the Ai for cups and had to have certain cars for races. I see the campaign mode is like the old driving school where you get your licenses and that's it. I don't get why you have to wait for a races online. It makes no sense to me. Wish I didn't buy this game.
4,Great for playing games on AppleTV,"This works great with the AppleTV 4.  We're mainly using it with the open source Provenance App which work together flawlessly. The instructions aren't extremely clear, for example it looks like the controller supports multi-player, but not sure how that actually works--perhaps it is something within the App that needs to be figured out. The battery life has been great--some have complained that a lightning cable is required for charging, given the AppleTV remote not to mention your iPhone also use the lighting cable, I don't see it as an issue--one less proprietary cable to keep up with."
5,Very good game!,"Lots of options, puzzles and other play items.  Long playing.  A game that can be played again and again."
5,Very happy,"Very good. I had a little problem at first; with one of my games, it acted like the stick handle was stuck, and it wouldn't cooperate, but I remember back in the day, that would happen with other controllers too. I just took out the batteries in these and it has worked just fine ever since and I am sure it will. I was glad to find these on Amazon and I am very happy with them."
5,Cool,My son loves it for his ps4. It took him a day to get used to it.
1,Poor quality broke with in a week,"Had issues with the buttons and stick action from the get go. LL button got stuck and stopped working completely by the end of week one. Controller stopped working on a whole just after. Big waste of money, do yourself a favor spend a bit more and get a brand name control."
5,The best affordable NES clone,"I recently got back into retro gaming after several years.  Since all of my TVs are HD ones, I decided to look into HDMI NES clones.  In my opinion, this one is the best for it's price range.  Many hardcore gamers always talk about how most of these clones are off when it comes to the colors and sounds when compared to the original.  As a less than casual gamer, I haven't really noticed  the differences until recently.  In doing comparisons with other newer HD clones, I believe this system is as close as you're ever going to get (without spending too much money) to the original NES.  It is most noticeable with Mike Tyson's Punch Out.  Glass Joe is not overly pink.  Referee Mario's face is peach colored, unlike most clones that render his face the same color as his shirt...white.  Also, there's very little noticeable lag when playing.  The controllers, while oddly shaped and a bit think, have a similar feel to the originals.  I don't think you can go wrong with this console."
5,It won't let you do the whole experience until December 1st!,Don't freak out if it's grayed out or does not let you. I set my switch ahead and it works once it's December 1st. The first game is fun and I won't spoil anything!
5,Life changing game!!! Approved by Trump and Putin.,"Best game ever made, it will bring your childhood fantasies into reality, you will get appointed a job as the new head of the FBI in Trumps presidency and allow you to see into the future just like his sister Raven. I give this game 12 out of 10 stars. You will also gain the ability to speak Russian."
2,Lackluster,"Game play is clunky, story is stale, graphics are god-awful for the Switch's capabilities"
5,Sony Playstation 2 Dualshock Controller Emerald,This controller is very nice and probably the best. It works with big and small hands it feals non greasy(unless you have greasy hands) it has a nice vibration if you notice on some of the other controllers the vibration is too big. Now I own a PlayStation 2 and i have played with a lot of other controllers but they dont last the buttons get pushed in the analog is too sensitive etc. Although with this controler ive had it for 2 years and it has yet to break on me and people this is a sensitive object dont slam it it will work well as long as you take care of it. Also the button reaction on this is the quickest I have seen with those big bulky ones the reaction is very bad and sometimes the analogs dont work properly. You may have also seen this controller in black and teal there all the same price and all have the same durability the only differene is the color. I rate this item 5 stars because its the best controller out there.
2,Relisted to clear bad reviews? Poor QC?,"I knew this unit was a decent choice but often has lighting issues after extended use. Noticed this looked to be a new listing or model so i took a chance. Out of the box my Multi Function Display on my Throttle does not have backlighting and the Throttle Force Tensioning dial has no discernible effect of the throttle tension, be it at its max or min setting.....  unit are a bit light, it would be nice to have the bases weighted. I will have to DIY some steel plates to the bottom to prevent them from shifting in use."
1,One Star,Scalpers ruin it for people that actually want it. Don't buy.
5,Fantastic Game for Umizoomi Fans,"I purchased this game for my five year old to help him improve his math skills prior to entering Kindergarten next fall.  I was so happy to see that my 3 and 7 year old also clamored to give the game a try.  My 7 year old is veyr skilled at math and isn't really a Umizoomi fan, yet he even said he enjoyed playing the game and thought it was cool (high praise).  The game interweaves the characters talking and the games you play.  I like that the characters talk the children through how to play the game so kids can easily follow the instructions.  If you are purchasing this for a 2 or 3 year old I would say that you should be prepared to help them a bit.  My 3 year old has just turned 3 and some of the sections were a little challenging for him and he'd get frustrated.  One of the things I don't like about the game is that it's not that easy to skip from section to section.  You have to get through the first part of the game before you can move between areas.  I'd like to seem them change this if they make an updated version.  For my five year old I was pleased because the content is a good mix of easy and more challenging.  My goal is to familiarize him with addition and I think this game does this in a nice way."
2,"Oh, if only...","I LOVE this game.  I loved it for the Xbox, but couldn't afford one of those.  So imagine my joy of finding out it's available for the pc!  I ordered it as fast as I could and tore into it when it arrived.  I was playing along just fine, when all of a sudden, the auto-save stopped working and I couldn't manually save, either.  Exiting the game and trying to reaccess my garden led to me being told that the file was messed up.  Weird.  I uninstalled and reinstalled the game and started playing on a whole new file.  At the same point in the game, it messed up again.  I looked online and found out that apparently some users just have this problem where the game will not save after a while and to this day I haven't found a patch or anything for it.  If I'd known before I bought the game I wouldn't have been as upset because I would have at least been prepared."
5,Great controls - driving is way easier.,I use the controllers with FS19. It came preconfigured to work straight out of the box. This has made the game much more realistic and enjoyable. Driving and operating equipment is much smoother. I would definitely recommend this product.
5,Awesome!,"I purchased the Wii Active More Workouts after a couple of 30 day challenges with the Wii Active.  I must say the More Workouts is awesome!  The repetitions are faster so unlike with the Wii Active, I don't find myself getting bored and frustrated with the speed.  The activities are more fun and fast paced.  Where the inline skating got boring after a while because really its just doing loooooong squats and jumps it has been replaced with a surfboard activity where you are squatting, jumping, and moving your arms.  It requires serious attention and keeps your heart racing.  I did increase the resistance band by replacing it with a pilates heavy resistance band which really helps take the workout to the extreme.  I like this more than the Wii Active initial game which I still liked a lot but the changes in this game just make it more active and fun.  Two thumbs up!"
2,I got this as a gift for my grandkids. ...,"I got this as a gift for my grandkids. My son tells me that it was broken and would not work when he got it.  However, he sent it back and feels confident that he will get a replacement."
5,Perfect for wireless controllers,"This is the first off brand controller battery system I've bought that actually performs well. After reading the reviews I decided to give it a chance and I'm glad I did. With others I've dealt with short battery life, dead batteries, poor fit, dead chargers, etc. This one, however, is a winner. The batteries fit perfectly into the controllers and the controllers fit perfectly onto the charger. No wiggling or twisting needed, just set them down and they charge. My kids have never played long enough to run the batteries down so I'm really happy about the battery life. Everything just works and that earns 5 stars."
5,So much fun!,Working out is fun with zumba...it doesn't even feel like exercise!  I've attended numerous zumba classes and find that this game is just as much fun as a live class (and much more cost effective).  I LOVE it!
5,Great deal,Very nice
5,Fun and Instructive,"I searched extensively to find a collection of casino games that would be professional, fun and helpful with learning. Hoyle Card Casino Games is all of that. I had stumbled into malware trying to download a simple free casino game... a lot of trouble to correct and certainly not worth the risk. This game is a great treat and offers more bang for the buck than competitors. Enjoy!"
1,Great game ruined by greed and microtransactions!,"This game has great gameplay, but it is all completely ruined by the blatant emphasis on making you spend money on ridiculous loot crates. You are basically paying for a 60 dollar game with free-to-play design model. DO NOT SUPPPORT THIS GAME!"
5,I didn't know I needed one till I got it..,"I don't know what it is about this little thing but it looks really good to me lol. I love having it. I didn't know I needed one until I bought it, and now I won't ever use my mouse without one. It keeps the cord from dragging against the hole in my desk which is not smooth so it constantly catches on the lip, but with this it flexes really nicely. Just make sure you give a little extra room for the cord in order for it to reach the bottom of your mousepad with ease!"
5,"Fun, engaging, but linear.","The game is a very linear platformer, but the controls are tight, and the fights are just the right amount of difficulty.  Button mashing will get you nowhere.  Skill is required."
1,Nintendo will never listen and scalpers will never be stopped.,Par for the course.  Yet another exciting Nintendo release.
5,Five Stars,I love telltale games and so far this is my favorite
5,Crisis Core,"Since the other review is very lengthy, and covers pretty much everything, I'll keep this short and sweet. If you're a fan of the Final Fantasy series (particularly VII) then you should buy this game. If you don't have a PSP, this game is worth buying one for. I didn't have a PSP, this game came out, I bought a PSP to play it, I am extremely happy with my decision. I do recommend playing through Final Fantasy VII first as you will appreciate the characters, environments, and cameos a little more. If you do happen to play this first, I can almost guarantee you'll be shopping for a copy of VII when you're done."
2,False Advertisement,"When I ordered this, I was told by the description of the product that it worked with many different games in the Rock Band and Guitar Hero series. However, upon testing it myself, I turns out I got a drum set that only works on Rock Band: Beetles and any other game that came after. Meaning, not only was I misinformed, but now I was extremely limited to what games I could actually use it on."
1,Shame on you Namblow!,This game sucks its like they forgot that they needed a game ready until the night before.  This has to be the biggest ripoff in years when it comes to video games.  Do they really think this is a game? It's not a game not even close!  Buy wipeout instead. This tech demo is trash. Namco didn't even release a real demo because a demo would be this  full crap game.
5,Great Graphics,"After the updates it's got way better, definitely a good buy."
5,Fun for the whole family,"I bought this game to distract my kids from my drinking problem, and I have to say I'm pleased with the results."
5,"DO NOT READ THE REVIEW from James O titled ""Great Car Battery"".",He is just trying to spoil the movie Logan for anyone who hasn't watched it. Luckily I watched it on release day so he failed to ruin the plot for me.
1,Problems!!!,"Mine was defective! I had to return the console, because it could not read the games. Hopefully the replacement will do better."
1,meh,"Honestly, this is just another DLC that cost 60 bucks. Main story is short and easy, roaming around the different planets was cool for a while. I also remember that if the PSN is down, your game turns into a 60 dollar paperweight. The 4v4 is dumb, they really should of kept it to 6v6 or at lease 5v5."
5,Fun and Relaxing . . . an always WIN game!,"I like this even better than the ""traditional"" version that I have. I could live without the story, but it adds to the entertainment part of the game.  I like the option to shuffle the tiles when the game is ""over"" . . . this pretty much  eliminates losing.  My only complaint is that whenever I wish to leave the game, I haven't figured out how to exit the ""main menu"" without using the ""ctrl, alt, delete"" command to end the game from the task manager.  I'm sure there is a way, but I just haven't discovered it yet.  It is still one of my favorite ""kick back and relax"" games!"
5,Good case,Good price and sturdy
1,"Great game, service needs work though","I read through hundreds of reviews saying this game is terrible and that people should spend their money elsewhere. I wanted to see what the whole thing was about so I bought it. I do not regret it at all. Very addictive and after an hour or two of frustratingly trying to get the game to run, I played till 4:00 in the morning. I like how you evolve and conquer other creatures but my favorite part is when you first start out as a cell. The only reason why I would not recommend this to EVERYONE is that the online servers don't work, the registration keys might not work either, and getting the game to start up everytime is a hassle. Don't get me wrong, I love this game but EA has to fix these issues."
1,Retro Entertainment System,"This system is worthless. When I got mine I plugged it in and the game came on. When I tried to play the game it was blocky. The game I used was cleaned before using it in this system. After 1 short game the screen went black. No picture but I could still hear the game. I should have listened to the other negatives and not bothered to get this system. Waste of time. Look for a real Working Nintendo system. Sorry to disappoint but the reality is this is a cheap and worthless wanna be. This is not an Amazon issue, it is a manufacturer issue.  Amazon was very helpful in getting a refund. The only positive for this item. Stay away from this item!!!!!!"
1,You WHAT?,Why the hell is this 300 Dollars? is it made with magic or something? sounds like a terrible value for nothing special.
4,Good controller but..,"Great controller, little bit bigger than the original but comfortable for me. 4 star because sometimes the buttons doesn't register which can be frustrating, so if you play more fps games then i wouldn't recommend lol. Battery life is ok also."
1,Defective Power cord,"I received the power cord and plugged it in and the light indicator did not turn on, on the box part of the cord. But to double check i still plugged it into my Xbox 360 and it still did not work. After i sent the seller an email back he didnt not respond to me, and still has yet to do so, and i have now filed my claim to get reimbursed. DO NOT BUY FROM THIS GUY!!!!!"
1,disappointed,"I bought this thinking it would add to the exercise options that I enjoy on WII fit. Hard to believe that this program is not nearly as well developed as WII fit. The exercises are lame and simply repeat themselves over and over during the time you set for the work out. The instructions are only given initially and then apparently you are supposed to remember them or watch the screen. Watching the screen while exercising - especially during yoga is not always possible. Additionally, not all the selections for site modification are available and the music selections are lame! If you are looking for an exercise program for the WII - look for something else."
5,Everything organized in place,Love that it holds everything in one small place. Very organized.
5,Linus Tech Tips was right about how good this keyboard is for the price!,I really like the bluetooth capability and different color display options. Quality is decent for the price! LTT showcased this in a video and i took his word for it and i really like this keyboard!
1,The lighting is basically terrible,"I purchased this after seeing the unlit pad and this LED lit pad with world map and decided to spend the extra money on the RGB lighting. I was disappointed and returned the pad. It was a waste of my time because first, the lower edge was almost unlit super dim. Then it had strange hot spots in different areas of the map. If I am going to spend the extra money it only makes sense that the pad look evenly lit. Another thing, the picture is deceiving. It does not light in the manner shown. It appears to have to leds so it cannot show the different colors in the different areas the picture portrays. It combines 2 led colors at each of the ends of the switch. There are other options that are better but the pad is not as big."
1,Extremely disappointing,"I won't go into the details on steam downloads, super slow scene changes, or other software problems. If you loved Syberia 1 and 2, you'll hate 3. The story and the puzzles are not interesting at all. I should've waited until reviews come out, then I would've saved time and money with a peace of mind."
1,Constant Echo,From the start everyone hears constant echo. It came in a nice case and looks nice. I wish it worked but it's just constant echo so it's useless. I think these reviews are fake.
1,Doesn't fit Elite controller,"I bought these because one of the designs match the aftermarket front cover that I installed on my elite controller, but none of the three sizes provided fits the elite controller without modification. These are NOT as advertised"
4,good for younger audiences,"I bought this game as an alternative to the Black Ops or Call of Duty games my 9 year old really wanted. Black Ops is rated Mature so there was no way he was getting that.  This game, while also very realistic, is a great alternative as there's no simulated killing just paintball hits.  I was nervous he would be disappointed but he truly enjoys it."
5,Great product for fps gaming,"Absolutely love this, use it mostly to play siege, feels wrong to use anything else now."
1,Extremely unhappy,"This product has a destructive ""anti copy"" virus like program on it called ""secure rom"". It was very difficult to get it to install on my sons computer.  Once installed he was able to play it for 20 minutes before his computer crashed due to the secure rom junk on this disc.  The computer ceased being able to boot and required a complete re-installation of the operating system, programs and personal data.  I think the sims games are wonderfully creative but most of the titles and expansions are a royal pain in the rear to install with various incompatablities and problems.  Now we have the company treating it's customers, by default as criminals and putting ""secure rom"" tech on ALL their products thereby punishing all us honest gullible gamers who legally purchase the games.  It's well past time that these companies started treating us like customers again rather than criminals."
5,Excellent service,This seller was selling a Nintendo Gameboy and a bunch of games for the Nintendo itself. I emailed him with a request for only the games which he promptly responded to. We worked out a deal and I got all the games I wanted. Amazon said that I was supposed to receive them 2 weeks later but the seller sent them immediately and even emailed me the tracking number for the package which arrived 3 days later. I tested out all the games and they work flawlessly and look in great condition as promised. Quick and great service. I recommend this guy!
5,Five Stars,Nice ass product
2,Not for people with big thumps.,The problem I find with this controller is that the buttons are too close together. Resulting me hitting two or three buttons at the same time. When e.g. pressing the button in the center I actidentaly always press the the two bottons next to it.
2,"If you like to DIE ALOT, then get this game","Might as well call it Dark Souls 2, you die a lot due to lack of acuiring good equipment. The scenery is not destructable so if an enemy takes cover dont bother shooting at him even with the most BFG you got. Id say poor craftsmenship in game dynamics, nice scenery and guns and enemys but they could have done better. if you like endless shoot em and loot'n then this is your game but beware you will die so many times and its so annoying because they charge you a large portion of your money to revive you every time"
2,Looks don't add up to great!!!,"The afterglow controller looks cool and has a cheaper price point but you end up paying for it.  The buttons are great and the feel is too but the joysticks are terrible.  The sensitivity is messed up and does not allow for precision, and no you can't fix it by adjusting your settings on the xbox.  Save yourself the anger and spend the extra 10 bucks on an original."
5,This Genesis Delivers 40 games from Sega's hay day.,"The sound is not perfect but very playable, a first time Sega player wouldn't notice the sound but anyone who had a Sega will note the sound is off.  The games seem to play full speed and the graphics are good.  Too bad they didn't make it HDMI.  It is just mono RCA.  This is fun and if it breaks, oh well it was priced the same as 1 modern game."
1,"drm, 1 activation per letter, no sale","One activation per letter of DRM, 3. I was about to let my Prime account get it to me next day then saw the DRM horror stories. Sorry EA, great game, poor license."
5,Battle Stations!!,Absolutely love these stands. They look great in the wall. My battle station is ready!!
